Timestamp,Temperature (C),Humidity (%),Lux Intensity,CO2 Level (ppm),Occupancy,Fan Speed,Lighting Level,Humidifier Level,Air Purifier Level,Energy Usage (kWh)
05/06/24 23:33,25.18,65.34,0.8,400,4,55,8,62,40,0.54
05/06/24 23:34,16.88,58.93,29.95,665.56,2,10,100,84,61,0.82
05/06/24 23:35,22.41,44.470000000000006,6.02,1558.52,1,26,52,2,78,0.6
05/06/24 23:36,29.97,41.83,46.16,491.28,3,17,63,1,45,0.44
05/06/24 23:37,21.36,53.5,28.88,1588.45,2,55,75,74,5,0.68
05/06/24 23:38,29.08,47.59,22.69,1821.77,2,17,6,6,82,0.48
05/06/24 23:39,18.44,70,43.98,1771.56,0,47,73,65,40,0.77
05/06/24 23:40,20.5,62.029999999999994,25.65,1072.57,3,10,14,13,36,0.27
05/06/24 23:41,21.35,45.489999999999995,46.79,1246.99,2,52,8,63,13,0.48
05/06/24 23:42,20.92,63.28,22.04,616.5,1,23,92,40,13,0.55
05/06/24 23:43,16.76,60.96,0.89,1652.7,4,73,21,22,20,0.6
05/06/24 23:44,16.02,65.34,18.89,542.5,5,7,86,51,25,0.47
05/06/24 23:45,24.61,33.15,1.98,629.91,3,59,5,31,95,0.83
05/06/24 23:46,23.2,53.05,17.92,471.82000000000005,4,34,84,24,82,0.83
05/06/24 23:47,21.77,46.37,9.37,1133.14,3,5,71,5,43,0.46
05/06/24 23:48,29.64,53.71,32.59,1000.03,0,58,83,87,80,1.08
05/06/24 23:49,18.09,61.480000000000004,21.09,1118.57,5,58,14,48,14,0.53
05/06/24 23:50,25.22,68.35000000000001,2.67,1253.83,2,74,75,49,28,0.76
05/06/24 23:51,23.82,48.37,24.83,1715.94,5,98,74,85,71,1.2
05/06/24 23:52,24.22,70,28.35,1392.07,4,89,88,82,78,1.16
05/06/24 23:53,23.0,61.63,27.73,1531.25,5,67,15,32,59,0.73
05/06/24 23:54,27.34,53.370000000000005,24.42,831.18,2,45,34,46,33,0.56
05/06/24 23:55,19.81,49.349999999999994,16.14,1591.81,3,9,92,38,61,0.66
05/06/24 23:56,20.37,58.11,4.55,400,2,42,63,49,36,0.69
05/06/24 23:57,20.32,70,13.34,1065.93,0,74,7,99,45,0.78
05/06/24 23:58,19.64,54.61,35.65,1572.88,1,3,84,93,97,0.82
05/06/24 23:59,20.91,57.94,49.68,1878.99,3,59,90,15,61,0.84
06/06/24 00:00,21.25,52.81,9.6,1500.4,0,66,83,57,15,0.76
06/06/24 00:01,15.13,50.76,12.25,920.98,3,87,12,24,75,0.81
06/06/24 00:02,21.29,70,14.38,1033.38,3,17,70,37,80,0.64
06/06/24 00:03,16.31,41.54,3.59,1683.6,3,48,22,65,91,0.88
06/06/24 00:04,28.11,62.059999999999995,46.56,989.27,4,55,42,99,32,0.67
06/06/24 00:05,22.89,46.64,23.91,931.62,0,20,72,20,44,0.54
06/06/24 00:06,29.33,43.879999999999995,5.49,689.32,1,56,23,24,39,0.5
06/06/24 00:07,23.6,42.11,44.34,486.33,2,44,97,29,12,0.6
06/06/24 00:08,25.46,39.16,39.92,1022.9300000000001,0,94,64,60,11,0.81
06/06/24 00:09,18.16,68.55,29.12,1062.28,3,2,22,92,86,0.58
06/06/24 00:10,15.24,52.32,36.7,689.69,1,59,21,13,72,0.63
06/06/24 00:11,25.27,56.8,23.49,792.99,4,59,54,73,19,0.7
06/06/24 00:12,16.83,52.78,11.82,830.56,4,51,45,56,53,0.77
06/06/24 00:13,17.73,66.91,8.69,710.89,5,56,99,79,81,1.0
06/06/24 00:14,24.14,63.1,2.71,685.49,0,40,23,46,25,0.47
06/06/24 00:15,26.69,64.28,8.05,941.72,0,62,32,32,11,0.54
06/06/24 00:16,26.79,58.260000000000005,20.64,797.92,3,42,40,12,28,0.44
06/06/24 00:17,28.78,61.739999999999995,31.89,1205.78,5,8,28,63,49,0.46
06/06/24 00:18,26.57,57.39,49.67,468.08000000000004,1,61,15,88,49,0.73
06/06/24 00:19,23.33,59.949999999999996,17.53,719.0,0,38,0,18,28,0.35
06/06/24 00:20,23.0,56.82,24.47,1887.86,1,17,17,17,55,0.41
06/06/24 00:21,23.69,36.35,19.12,1381.72,2,27,25,25,87,0.57
06/06/24 00:22,18.09,66.14,7.25,1912.31,4,17,92,41,45,0.57
06/06/24 00:23,24.28,34.44,47.26,474.31,2,93,71,9,5,0.69
06/06/24 00:24,19.02,70,7.24,523.72,5,52,76,29,73,0.8
06/06/24 00:25,19.85,70,47.28,550.06,5,17,5,72,95,0.63
06/06/24 00:26,25.14,57.13,19.11,1863.54,4,42,47,50,47,0.68
06/06/24 00:27,24.01,43.09,47.26,1650.0,5,31,49,21,61,0.57
06/06/24 00:28,16.32,54.7,49.69,830.67,0,24,43,55,1,0.35
06/06/24 00:29,15.06,65.64999999999999,15.02,879.68,1,51,82,21,68,0.76
06/06/24 00:30,28.2,37.09,21.95,1837.17,1,48,14,11,59,0.56
06/06/24 00:31,29.27,37.43,24.21,446.65999999999997,0,96,43,4,83,0.96
06/06/24 00:32,21.85,59.17,28.17,1003.7,5,91,46,75,51,0.91
06/06/24 00:33,18.09,67.14999999999999,28.08,1830.4,1,21,82,41,36,0.56
06/06/24 00:34,19.19,70,16.78,989.8399999999999,0,63,1,99,47,0.64
06/06/24 00:35,26.66,62.47,39.24,1271.45,1,94,34,93,19,0.78
06/06/24 00:36,17.51,62.309999999999995,5.62,1791.33,0,27,93,4,51,0.57
06/06/24 00:37,17.11,37.83,23.92,1697.19,3,19,3,21,100,0.59
06/06/24 00:38,19.34,67.93,45.53,989.86,0,2,36,74,2,0.27
06/06/24 00:39,25.96,52.12,22.87,1324.55,2,63,0,94,83,0.88
06/06/24 00:40,23.01,53.42,38.67,802.6,1,19,32,34,76,0.52
06/06/24 00:41,24.81,56.31,4.0,1517.71,0,37,21,51,50,0.53
06/06/24 00:42,28.66,48.82,42.14,897.5,5,76,70,14,63,0.95
06/06/24 00:43,29.23,45.67,45.15,1236.79,2,35,45,96,77,0.84
06/06/24 00:44,22.74,39.43,46.73,1059.48,1,80,23,40,50,0.82
06/06/24 00:45,26.92,70,10.56,400,3,80,54,53,58,0.94
06/06/24 00:46,23.69,42.53,22.19,1317.25,4,72,17,67,54,0.76
06/06/24 00:47,29.43,64.09,30.34,707.78,2,12,89,51,7,0.46
06/06/24 00:48,18.01,47.02,2.15,858.85,1,60,91,81,31,0.78
06/06/24 00:49,29.28,35.92,14.7,873.79,5,67,74,59,85,1.07
06/06/24 00:50,26.02,70,38.43,1619.11,0,25,58,86,100,0.88
06/06/24 00:51,22.39,62.92,18.85,1368.56,2,82,68,26,49,0.84
06/06/24 00:52,15.11,49.15,48.94,668.83,4,84,92,56,63,1.06
06/06/24 00:53,24.51,70,5.39,1811.54,2,0,93,61,34,0.5
06/06/24 00:54,17.47,70,36.31,1469.01,4,84,46,91,83,1.13
06/06/24 00:55,29.96,63.239999999999995,1.67,514.36,3,38,70,33,76,0.73
06/06/24 00:56,20.99,48.519999999999996,22.2,1624.06,4,42,7,53,70,0.6
06/06/24 00:57,20.84,68.82000000000001,29.94,1807.3,3,41,67,27,10,0.47
06/06/24 00:58,24.63,42.92,35.24,574.7,0,64,100,34,67,1.04
06/06/24 00:59,28.77,36.02,34.15,1399.49,0,32,96,40,15,0.64
06/06/24 01:00,15.21,38.33,13.9,1336.08,4,24,49,66,24,0.54
06/06/24 01:01,29.24,67.57,45.91,1124.96,5,56,66,42,43,0.8
06/06/24 01:02,25.39,70,4.29,1946.31,5,86,34,29,34,0.67
06/06/24 01:03,18.41,62.86,27.31,1179.98,2,59,22,38,37,0.58
06/06/24 01:04,15.93,63.09,18.38,753.56,2,78,100,12,11,0.77
06/06/24 01:05,18.12,70,31.36,501.80999999999995,1,38,68,90,99,0.91
06/06/24 01:06,26.35,49.43,43.81,1440.73,3,84,67,21,17,0.71
06/06/24 01:07,27.55,56.300000000000004,46.69,1232.68,4,59,57,1,45,0.63
06/06/24 01:08,20.51,58.79,16.91,698.42,3,56,70,41,19,0.68
06/06/24 01:09,22.2,32.7,49.8,531.27,3,85,2,6,2,0.46
06/06/24 01:10,24.42,35.95,4.25,1255.25,2,94,16,22,59,0.74
06/06/24 01:11,20.64,43.54,9.6,900.84,4,99,48,64,46,0.93
06/06/24 01:12,18.83,55.25,8.58,548.75,0,67,68,52,75,0.92
06/06/24 01:13,22.15,39.400000000000006,7.83,1493.24,4,25,31,48,21,0.43
06/06/24 01:14,26.57,68.56,15.23,829.96,0,19,86,15,73,0.7
06/06/24 01:15,23.29,70,34.67,1865.42,4,17,31,64,73,0.57
06/06/24 01:16,29.27,61.01,15.14,1340.35,3,17,86,10,60,0.62
06/06/24 01:17,17.74,63.050000000000004,6.39,1510.64,1,57,38,82,19,0.68
06/06/24 01:18,22.86,65.77,16.67,1314.91,4,75,26,37,44,0.63
06/06/24 01:19,25.8,61.13,12.3,1741.44,2,25,94,2,78,0.77
06/06/24 01:20,15.99,51.59,7.08,1631.59,5,15,62,17,95,0.65
06/06/24 01:21,16.04,32.46,3.36,1230.14,4,98,86,24,44,0.98
06/06/24 01:22,21.73,48.7,33.57,417.52,2,17,88,12,89,0.75
06/06/24 01:23,21.07,48.43,45.95,733.33,5,30,64,59,8,0.45
06/06/24 01:24,27.42,46.43,14.79,1795.15,3,71,9,2,61,0.61
06/06/24 01:25,29.15,50.9,25.8,1501.9,2,78,22,9,40,0.59
06/06/24 01:26,28.94,44.94,27.61,1794.6,2,61,61,85,64,0.99
06/06/24 01:27,25.56,67.56,46.13,912.65,4,89,15,59,44,0.86
06/06/24 01:28,24.53,54.78,46.29,965.9200000000001,4,48,29,100,92,0.87
06/06/24 01:29,15.21,68.31,44.26,648.91,1,69,22,67,93,0.86
06/06/24 01:30,26.08,47.74,6.29,923.45,1,94,23,34,82,1.0
06/06/24 01:31,23.52,39.53,38.84,1856.33,1,43,19,86,50,0.66
06/06/24 01:32,24.32,56.410000000000004,43.87,400,4,100,54,92,64,1.21
06/06/24 01:33,28.29,70,12.04,1586.19,4,82,67,79,52,1.05
06/06/24 01:34,19.24,46.53,44.5,1212.25,1,71,67,87,71,1.02
06/06/24 01:35,16.65,59.31,7.54,1467.11,3,44,3,57,8,0.35
06/06/24 01:36,22.61,46.68,15.2,1070.91,5,80,89,27,48,0.94
06/06/24 01:37,21.86,67.0,33.2,526.29,0,69,64,56,16,0.68
06/06/24 01:38,23.55,56.87,16.44,489.62,1,40,30,3,17,0.38
06/06/24 01:39,22.51,50.53,32.09,1843.64,2,63,55,51,60,0.86
06/06/24 01:40,29.8,35.52,45.56,1229.56,2,0,12,20,97,0.51
06/06/24 01:41,29.54,35.1,33.04,562.61,2,75,45,38,40,0.75
06/06/24 01:42,20.98,64.07,16.84,1123.91,4,12,77,50,92,0.71
06/06/24 01:43,23.05,43.43,11.56,683.47,2,71,26,96,26,0.76
06/06/24 01:44,21.69,60.22,39.33,650.66,0,95,48,25,63,1.0
06/06/24 01:45,18.71,65.89,2.2,543.52,0,28,21,51,99,0.66
06/06/24 01:46,24.94,66.53999999999999,47.61,1597.39,2,73,69,96,62,0.98
06/06/24 01:47,22.66,69.48,25.39,559.11,5,31,48,96,89,0.8
06/06/24 01:48,21.69,59.29,37.18,665.13,4,18,0,76,26,0.34
06/06/24 01:49,28.94,36.76,36.39,1434.34,2,55,85,15,42,0.76
06/06/24 01:50,17.03,60.48,9.82,1108.95,1,68,67,80,87,1.14
06/06/24 01:51,19.12,58.61,0.36,701.74,4,47,8,61,33,0.47
06/06/24 01:52,25.99,67.81,15.54,562.31,0,11,3,93,55,0.47
06/06/24 01:53,17.61,52.32,2.41,451.53,0,10,29,21,82,0.48
06/06/24 01:54,18.64,35.7,39.06,1826.3,3,12,86,10,20,0.4
06/06/24 01:55,26.29,45.43,11.67,783.3,4,83,75,82,3,0.81
06/06/24 01:56,21.7,63.45,24.33,584.45,3,64,82,78,71,1.02
06/06/24 01:57,20.49,44.26,18.72,728.27,2,60,51,34,42,0.73
06/06/24 01:58,15.15,38.7,34.93,1232.36,4,52,53,52,17,0.6
06/06/24 01:59,29.73,67.12,41.75,400,1,64,99,91,43,1.05
06/06/24 02:00,19.73,44.1,30.66,1008.5,5,71,53,67,86,0.9
06/06/24 02:01,17.82,68.08,18.64,550.9,4,27,32,23,69,0.55
06/06/24 02:02,29.75,46.93,41.44,485.97,5,35,87,80,58,0.75
06/06/24 02:03,27.25,69.66000000000001,16.19,1694.73,2,83,62,29,35,0.75
06/06/24 02:04,15.8,62.82,42.77,400,1,94,75,87,99,1.26
06/06/24 02:05,17.42,42.36,2.2,1202.51,4,77,50,46,14,0.74
06/06/24 02:06,27.42,46.129999999999995,17.26,907.9200000000001,0,24,35,99,72,0.69
06/06/24 02:07,28.1,57.09,19.35,668.09,3,73,98,70,56,1.07
06/06/24 02:08,21.95,70,43.26,1840.51,3,90,55,90,34,0.88
06/06/24 02:09,23.32,46.39,37.83,1644.5,0,94,25,28,65,0.85
06/06/24 02:10,16.81,61.760000000000005,0.6,626.52,1,26,90,63,60,0.76
06/06/24 02:11,26.79,56.980000000000004,48.59,1397.41,3,4,76,32,57,0.58
06/06/24 02:12,29.41,61.64,15.72,952.16,5,21,24,100,15,0.4
06/06/24 02:13,21.81,58.3,23.22,1222.16,5,37,49,65,98,0.88
06/06/24 02:14,19.61,50.26,47.48,1052.28,0,20,34,54,1,0.31
06/06/24 02:15,28.67,56.93000000000001,0.44,766.89,4,99,15,53,87,1.07
06/06/24 02:16,27.37,38.78,33.65,1445.39,1,18,6,82,16,0.32
06/06/24 02:17,27.47,50.73,47.17,1574.51,2,68,7,59,94,0.82
06/06/24 02:18,28.19,53.150000000000006,37.12,869.06,1,19,46,88,94,0.84
06/06/24 02:19,29.73,68.49,40.46,1039.02,3,22,36,78,10,0.42
06/06/24 02:20,18.04,54.260000000000005,37.6,735.72,1,86,50,53,47,0.83
06/06/24 02:21,27.79,49.57,27.3,1660.66,5,67,60,100,96,1.13
06/06/24 02:22,22.81,64.89,15.62,537.16,1,27,40,22,46,0.52
06/06/24 02:23,18.73,70,46.89,445.64,0,7,49,52,94,0.67
06/06/24 02:24,17.55,63.72,8.85,1004.3599999999999,4,24,82,49,57,0.76
06/06/24 02:25,27.04,44.4,48.69,758.61,2,41,28,79,96,0.85
06/06/24 02:26,21.65,48.11,48.2,1105.7,2,67,56,52,81,1.01
06/06/24 02:27,23.45,61.16,27.85,457.55,1,74,55,40,12,0.62
06/06/24 02:28,23.47,48.370000000000005,32.23,1743.86,3,52,78,97,89,0.96
06/06/24 02:29,16.65,48.339999999999996,0.98,1747.51,4,28,21,29,1,0.25
06/06/24 02:30,27.68,57.32,43.99,1645.79,4,54,80,26,82,0.95
06/06/24 02:31,23.38,41.949999999999996,38.88,1267.87,3,14,5,69,19,0.28
06/06/24 02:32,23.89,54.160000000000004,21.43,677.92,4,60,58,77,59,0.8
06/06/24 02:33,15.1,70,49.98,883.2,0,71,92,39,37,0.79
06/06/24 02:34,22.23,66.64999999999999,13.28,1528.82,4,99,30,1,89,0.99
06/06/24 02:35,22.65,68.98,36.44,963.1099999999999,5,81,49,69,79,0.91
06/06/24 02:36,25.5,53.44,37.48,1625.23,2,56,38,69,100,0.99
06/06/24 02:37,22.9,70,26.7,1023.02,5,34,35,75,12,0.51
06/06/24 02:38,15.41,41.39,22.56,693.58,0,97,89,84,59,1.16
06/06/24 02:39,21.17,56.97,28.03,1879.98,5,41,77,95,44,0.87
06/06/24 02:40,22.74,46.150000000000006,40.87,1681.91,0,25,66,82,89,0.85
06/06/24 02:41,27.0,70,13.73,1506.04,0,85,38,41,94,1.05
06/06/24 02:42,26.52,60.45,9.21,502.0,5,8,92,78,85,0.74
06/06/24 02:43,18.27,44.14,16.39,400,1,78,18,52,61,0.72
06/06/24 02:44,19.71,49.92,20.85,888.5,4,65,78,40,35,0.72
06/06/24 02:45,16.53,70,42.57,1443.0,1,40,62,61,5,0.54
06/06/24 02:46,16.56,52.419999999999995,44.71,480.30999999999995,3,76,41,13,34,0.65
06/06/24 02:47,18.16,67.6,1.34,1590.32,2,76,0,26,68,0.65
06/06/24 02:48,15.15,38.5,48.23,1787.16,0,84,30,74,52,0.88
06/06/24 02:49,19.73,54.99,43.18,755.37,0,4,0,47,27,0.23
06/06/24 02:50,27.37,41.400000000000006,43.15,664.7,3,85,63,92,100,1.27
06/06/24 02:51,21.9,63.39,49.45,1816.82,1,99,85,15,0,0.77
06/06/24 02:52,27.53,59.519999999999996,10.89,400,1,47,41,63,96,0.85
06/06/24 02:53,18.55,40.16,26.91,643.17,5,28,19,14,96,0.61
06/06/24 02:54,15.21,48.879999999999995,49.81,985.7,3,79,35,79,58,0.84
06/06/24 02:55,19.97,50.3,43.38,421.24,5,100,100,8,41,1.0
06/06/24 02:56,16.71,49.31,20.27,1141.35,5,94,55,21,25,0.82
06/06/24 02:57,15.59,38.78,31.63,1075.12,3,40,21,9,98,0.7
06/06/24 02:58,23.92,34.22,2.34,1018.24,3,14,95,18,59,0.63
06/06/24 02:59,19.55,62.08,27.38,1645.89,0,38,65,79,14,0.6
06/06/24 03:00,15.9,52.3,19.98,1842.27,2,93,41,85,45,0.85
06/06/24 03:01,25.04,49.99,40.44,1052.48,3,69,39,91,61,0.8
06/06/24 03:02,29.25,58.85,4.03,400,5,78,86,56,72,1.09
06/06/24 03:03,22.31,70,22.44,1020.6500000000001,2,1,16,60,67,0.45
06/06/24 03:04,17.64,53.559999999999995,0.76,454.55,2,53,47,3,33,0.56
06/06/24 03:05,18.03,46.28,1.07,1695.31,4,26,18,0,70,0.47
06/06/24 03:06,25.76,65.05,47.32,438.96,0,15,13,52,23,0.34
06/06/24 03:07,18.25,47.529999999999994,28.98,511.53999999999996,0,67,92,13,98,0.95
06/06/24 03:08,15.45,37.540000000000006,6.11,1299.59,0,68,79,17,6,0.61
06/06/24 03:09,28.69,65.75,10.5,436.36,0,86,28,70,46,0.91
06/06/24 03:10,21.89,69.17,27.68,1664.38,1,96,14,66,34,0.86
06/06/24 03:11,24.55,36.59,30.14,922.86,2,48,83,45,32,0.68
06/06/24 03:12,23.2,47.33,27.35,537.45,2,29,37,3,1,0.27
06/06/24 03:13,16.92,48.769999999999996,10.26,618.26,4,68,40,84,3,0.62
06/06/24 03:14,21.27,70,9.8,1745.88,0,91,31,88,88,1.05
06/06/24 03:15,24.1,46.55,14.3,442.29999999999995,4,41,6,70,50,0.53
06/06/24 03:16,19.39,61.45,43.2,618.63,1,34,78,98,58,0.88
06/06/24 03:17,15.41,58.790000000000006,39.91,644.05,0,20,87,97,80,0.88
06/06/24 03:18,29.44,70,25.92,856.54,2,48,18,48,51,0.54
06/06/24 03:19,25.1,43.16,40.95,1033.97,4,52,80,13,14,0.58
06/06/24 03:20,28.59,53.400000000000006,48.43,819.38,2,100,8,98,29,0.89
06/06/24 03:21,21.82,67.73,15.47,724.75,1,89,96,91,27,1.03
06/06/24 03:22,25.05,43.83,42.83,1023.8199999999999,4,2,35,16,98,0.58
06/06/24 03:23,24.04,44.73,33.75,1059.86,2,97,59,20,55,0.91
06/06/24 03:24,20.74,55.75,22.3,626.48,3,61,9,38,42,0.53
06/06/24 03:25,20.14,70,31.73,1136.67,4,20,39,54,36,0.43
06/06/24 03:26,15.86,40.18,17.67,911.73,1,98,85,74,3,0.98
06/06/24 03:27,15.4,67.14999999999999,43.94,1058.84,3,77,52,71,48,0.84
06/06/24 03:28,21.1,64.03999999999999,36.06,1114.47,1,41,83,5,75,0.81
06/06/24 03:29,19.49,59.99,49.07,557.42,1,82,73,64,30,0.89
06/06/24 03:30,17.02,35.62,47.51,1804.63,2,11,76,20,41,0.5
06/06/24 03:31,15.74,42.0,37.81,400,3,53,69,45,97,0.95
06/06/24 03:32,20.43,36.95,5.13,731.99,0,94,28,32,40,0.85
06/06/24 03:33,18.82,47.33,24.39,893.3,0,87,85,74,94,1.12
06/06/24 03:34,22.17,56.88,42.38,1929.58,3,51,5,41,25,0.47
06/06/24 03:35,17.49,62.6,30.45,1514.8,1,54,80,12,3,0.57
06/06/24 03:36,29.61,62.73,12.8,1852.54,1,86,86,30,74,0.99
06/06/24 03:37,19.81,70,10.27,1045.0,2,36,70,53,43,0.72
06/06/24 03:38,20.19,69.41,21.93,509.34000000000003,5,16,42,96,20,0.49
06/06/24 03:39,23.55,68.57,3.74,1208.77,1,85,80,6,58,0.94
06/06/24 03:40,21.11,54.41,42.72,1541.98,1,22,96,48,91,0.87
06/06/24 03:41,27.05,70,41.78,1391.59,1,67,93,50,6,0.75
06/06/24 03:42,28.52,40.66,36.87,1830.88,2,16,69,98,57,0.64
06/06/24 03:43,23.18,45.9,37.02,1832.79,0,51,100,24,33,0.77
06/06/24 03:44,24.18,54.91,14.83,747.01,0,98,72,44,27,0.84
06/06/24 03:45,21.37,47.16,41.35,1412.33,1,73,14,80,14,0.65
06/06/24 03:46,20.73,67.82,27.95,1362.15,5,60,37,82,6,0.62
06/06/24 03:47,19.93,69.45,36.08,1021.81,3,52,1,56,63,0.67
06/06/24 03:48,28.3,56.910000000000004,21.27,832.78,4,99,65,76,57,1.12
06/06/24 03:49,17.88,53.06,47.02,1776.4,1,22,74,82,91,0.78
06/06/24 03:50,25.27,47.040000000000006,29.29,1236.94,4,69,48,97,83,1.1
06/06/24 03:51,17.34,69.51,15.17,1740.72,2,96,12,99,47,0.97
06/06/24 03:52,23.96,37.190000000000005,13.31,1275.95,1,5,70,47,45,0.54
06/06/24 03:53,23.39,70,6.61,1438.07,1,81,50,57,91,0.94
06/06/24 03:54,19.98,57.83,12.26,686.64,0,0,92,61,94,0.73
06/06/24 03:55,26.58,38.57,37.63,694.26,3,92,81,28,54,1.0
06/06/24 03:56,26.18,56.550000000000004,35.77,1202.09,5,42,3,46,7,0.34
06/06/24 03:57,16.76,57.72,44.98,836.93,0,17,60,16,49,0.54
06/06/24 03:58,19.35,53.74,1.87,1282.0,2,14,45,36,40,0.46
06/06/24 03:59,28.92,41.790000000000006,35.79,970.2,0,75,79,68,2,0.72
06/06/24 04:00,27.92,56.309999999999995,32.07,1758.84,0,40,11,54,69,0.68
06/06/24 04:01,21.01,70,19.53,534.24,3,59,26,57,27,0.55
06/06/24 04:02,26.47,43.830000000000005,6.91,1579.07,0,21,25,27,97,0.64
06/06/24 04:03,16.6,51.43,38.78,600.39,1,13,45,89,17,0.47
06/06/24 04:04,29.02,60.81,48.95,838.01,0,49,31,50,39,0.61
06/06/24 04:05,24.1,40.23,3.06,1862.8,2,59,98,39,9,0.68
06/06/24 04:06,23.32,69.60000000000001,7.34,1073.79,2,61,98,79,15,0.81
06/06/24 04:07,21.15,48.46,24.74,1845.49,3,77,88,55,53,0.93
06/06/24 04:08,26.47,54.010000000000005,36.32,793.4,2,16,48,62,12,0.37
06/06/24 04:09,24.86,43.1,19.18,718.31,5,10,58,95,27,0.48
06/06/24 04:10,26.51,40.21,35.57,1427.94,2,62,86,64,79,1.1
06/06/24 04:11,27.12,38.19,36.7,1070.86,5,76,35,38,61,0.78
06/06/24 04:12,29.65,60.07,36.59,1611.84,3,45,62,90,97,0.9
06/06/24 04:13,27.52,70,48.01,1494.77,0,31,22,53,25,0.39
06/06/24 04:14,21.76,50.45,26.59,1962.79,5,62,43,71,4,0.54
06/06/24 04:15,24.35,59.02,28.2,1438.76,3,77,33,32,0,0.55
06/06/24 04:16,21.59,38.85,43.19,438.24,1,72,10,6,98,0.85
06/06/24 04:17,26.31,68.87,13.34,747.72,3,34,86,88,61,0.89
06/06/24 04:18,22.51,70,33.68,1304.61,3,88,92,82,36,0.98
06/06/24 04:19,21.82,58.41,19.4,1756.25,1,60,50,3,60,0.65
06/06/24 04:20,24.06,40.47,0.96,1757.08,1,70,0,97,64,0.74
06/06/24 04:21,23.21,65.26,6.18,1094.27,3,94,26,18,29,0.67
06/06/24 04:22,21.52,55.1,23.07,709.53,2,84,39,85,48,0.94
06/06/24 04:23,29.84,65.60000000000001,19.64,884.71,2,65,70,29,25,0.75
06/06/24 04:24,21.04,49.44,8.85,1522.74,4,44,73,78,82,0.91
06/06/24 04:25,16.25,66.53,18.23,649.26,5,0,42,49,74,0.5
06/06/24 04:26,18.78,66.44999999999999,20.89,638.48,0,99,54,6,1,0.7
06/06/24 04:27,28.69,70,46.52,1329.48,2,34,48,69,39,0.66
06/06/24 04:28,17.42,57.77,5.97,1675.76,2,15,95,91,72,0.84
06/06/24 04:29,23.2,41.57,24.86,528.01,5,67,38,62,35,0.74
06/06/24 04:30,25.75,50.44,48.5,1217.33,1,49,71,78,34,0.69
06/06/24 04:31,18.91,58.04,15.48,1805.07,5,3,22,75,94,0.58
06/06/24 04:32,27.01,62.34,14.31,1749.91,5,97,81,90,65,1.26
06/06/24 04:33,29.64,70,13.51,1129.13,0,2,54,74,24,0.38
06/06/24 04:34,21.55,49.44,44.7,1530.66,0,89,63,75,91,1.19
06/06/24 04:35,29.1,47.9,1.01,1059.48,0,23,73,34,93,0.85
06/06/24 04:36,27.59,56.4,19.72,1094.14,2,45,17,0,16,0.31
06/06/24 04:37,28.46,53.17,6.7,1426.62,2,38,85,57,64,0.75
06/06/24 04:38,19.92,70,13.51,558.73,5,59,76,12,31,0.69
06/06/24 04:39,15.83,68.73,9.97,445.62,4,21,33,61,3,0.34
06/06/24 04:40,18.54,70,46.66,972.62,2,54,49,45,11,0.58
06/06/24 04:41,29.81,50.82,45.77,1698.43,1,22,47,17,40,0.44
06/06/24 04:42,15.47,32.07,39.61,400,3,25,27,7,62,0.51
06/06/24 04:43,15.57,50.67,47.42,556.03,3,21,34,12,12,0.26
06/06/24 04:44,19.87,52.46,22.92,612.38,3,71,60,36,83,1.0
06/06/24 04:45,19.61,70,42.5,555.22,1,39,17,63,31,0.45
06/06/24 04:46,18.57,62.14,29.36,1978.66,4,19,1,28,18,0.21
06/06/24 04:47,29.06,52.27,0.89,1491.25,2,50,25,77,48,0.73
06/06/24 04:48,21.21,33.61,1.21,722.76,2,74,71,25,40,0.85
06/06/24 04:49,17.21,70,3.74,1326.75,4,59,33,78,72,0.89
06/06/24 04:50,26.05,61.28,24.47,1404.33,4,65,16,60,52,0.67
06/06/24 04:51,18.54,68.39,4.0,1108.13,4,16,31,79,43,0.45
06/06/24 04:52,27.15,70,6.18,451.03,4,32,81,45,99,0.83
06/06/24 04:53,16.08,36.62,26.2,1620.96,0,41,11,3,35,0.38
06/06/24 04:54,28.89,41.75,19.72,1123.98,5,36,15,95,100,0.74
06/06/24 04:55,19.75,47.91,1.81,1422.05,3,28,86,70,19,0.57
06/06/24 04:56,15.35,45.31,17.76,738.53,1,25,90,1,89,0.78
06/06/24 04:57,19.57,43.040000000000006,13.86,415.64,5,100,91,77,71,1.23
06/06/24 04:58,25.74,51.8,5.5,400,2,46,83,54,71,0.85
06/06/24 04:59,29.99,57.040000000000006,19.13,877.0,4,13,72,12,82,0.68
06/06/24 05:00,28.95,37.58,28.84,1426.55,2,49,34,11,16,0.46
06/06/24 05:01,24.98,53.550000000000004,2.63,849.97,0,96,47,71,82,1.08
06/06/24 05:02,15.64,41.77,27.98,912.97,4,88,83,37,57,0.9
06/06/24 05:03,26.79,53.53,3.82,1956.48,3,57,13,27,0,0.39
06/06/24 05:04,19.81,49.4,3.25,1768.07,4,48,4,79,27,0.54
06/06/24 05:05,20.91,55.34,9.65,743.28,5,42,83,48,57,0.8
06/06/24 05:06,27.3,60.42,9.58,1058.73,2,1,10,86,62,0.46
06/06/24 05:07,25.74,44.290000000000006,37.18,844.43,3,63,51,2,9,0.48
06/06/24 05:08,28.0,52.71,10.01,626.72,4,72,100,0,73,0.94
06/06/24 05:09,28.21,60.900000000000006,0.85,1836.49,5,8,57,67,91,0.72
