Timestamp,Temperature (C),Fan Speed,Occupancy,Energy Usage (kWh)
04/06/24 10:32,17.71,1,11,0.01
04/06/24 10:33,16.81,76,13,0.82
04/06/24 10:34,21.78,49,15,0.54
04/06/24 10:35,19.98,47,16,0.48
04/06/24 10:36,15.69,76,12,0.73
04/06/24 10:37,22.88,73,10,0.64
04/06/24 10:38,25.88,77,20,0.91
04/06/24 10:39,28.03,82,18,0.93
04/06/24 10:40,25.14,45,15,0.42
04/06/24 10:41,20.05,83,4,1.28
04/06/24 10:42,16.97,59,19,0.68
04/06/24 10:43,23.61,70,10,0.81
04/06/24 10:44,22.26,18,14,0.17
04/06/24 10:45,24.62,87,10,0.83
04/06/24 10:46,24.81,55,17,0.58
04/06/24 10:47,16.85,33,17,0.37
04/06/24 10:48,28.81,94,17,1.07
04/06/24 10:49,23.0,77,13,0.64
04/06/24 10:50,25.0,90,14,0.75
04/06/24 10:51,28.74,7,11,0.08
04/06/24 10:52,17.5,23,14,0.2
04/06/24 10:53,22.06,43,15,0.41
04/06/24 10:54,25.58,5,17,0.05
04/06/24 10:55,22.78,51,15,0.54
04/06/24 10:56,24.28,97,14,1.14
04/06/24 10:57,16.47,36,14,0.39
04/06/24 10:58,27.81,3,11,0.03
04/06/24 10:59,29.76,22,11,0.21
04/06/24 11:00,24.29,54,10,0.59
04/06/24 11:01,25.85,78,20,0.65
04/06/24 11:02,24.82,98,17,0.96
04/06/24 11:03,23.85,2,20,0.02
04/06/24 11:04,20.02,99,5,1.57
04/06/24 11:05,28.52,87,20,0.97
04/06/24 11:06,15.46,7,19,0.08
04/06/24 11:07,15.55,22,20,0.2
04/06/24 11:08,23.01,74,19,0.71
04/06/24 11:09,18.03,32,12,0.37
04/06/24 11:10,26.81,57,18,0.55
04/06/24 11:11,25.85,25,11,0.22
04/06/24 11:12,20.28,73,15,0.76
04/06/24 11:13,27.7,45,12,0.51
04/06/24 11:14,23.4,22,19,0.22
04/06/24 11:15,18.52,42,10,0.4
04/06/24 11:16,26.7,82,13,0.88
04/06/24 11:17,15.01,58,14,0.69
04/06/24 11:18,20.15,75,15,0.88
04/06/24 11:19,19.59,81,4,1.44
04/06/24 11:20,18.04,87,19,0.84
04/06/24 11:21,15.21,18,20,0.15
04/06/24 11:22,26.69,99,4,1.52
04/06/24 11:23,21.78,95,17,1.02
04/06/24 11:24,19.03,96,1,1.62
04/06/24 11:25,27.19,90,2,1.74
04/06/24 11:26,15.21,72,15,0.76
04/06/24 11:27,29.85,14,20,0.15
04/06/24 11:28,23.29,31,14,0.32
04/06/24 11:29,21.0,87,5,1.37
04/06/24 11:30,26.85,65,19,0.72
04/06/24 11:31,22.74,20,19,0.2
04/06/24 11:32,28.57,94,20,0.89
04/06/24 11:33,24.61,38,11,0.36
04/06/24 11:34,25.81,34,17,0.34
04/06/24 11:35,21.24,71,13,0.8
04/06/24 11:36,16.19,100,19,1.04
04/06/24 11:37,27.77,25,13,0.23
04/06/24 11:38,16.32,25,10,0.26
04/06/24 11:39,25.49,17,18,0.15
04/06/24 11:40,19.27,49,14,0.41
04/06/24 11:41,29.86,15,16,0.18
04/06/24 11:42,24.12,2,13,0.02
04/06/24 11:43,27.59,89,4,1.62
04/06/24 11:44,23.16,7,16,0.07
04/06/24 11:45,15.64,96,10,0.87
04/06/24 11:46,21.31,95,15,0.85
04/06/24 11:47,28.97,18,18,0.17
04/06/24 11:48,16.33,84,0,1.35
04/06/24 11:49,17.91,45,19,0.5
04/06/24 11:50,19.11,69,19,0.65
04/06/24 11:51,29.63,11,16,0.1
04/06/24 11:52,24.49,26,12,0.24
04/06/24 11:53,19.89,62,11,0.73
04/06/24 11:54,26.67,36,10,0.35
04/06/24 11:55,26.6,6,20,0.07
04/06/24 11:56,23.01,43,18,0.5
04/06/24 11:57,17.58,39,19,0.41
04/06/24 11:58,27.37,56,11,0.54
04/06/24 11:59,23.76,10,19,0.1
04/06/24 12:00,23.48,13,16,0.13
04/06/24 12:01,25.09,95,5,1.69
04/06/24 12:02,26.52,43,14,0.49
04/06/24 12:03,16.58,100,11,0.84
04/06/24 12:04,22.75,36,15,0.38
04/06/24 12:05,24.18,40,16,0.34
04/06/24 12:06,15.82,90,12,1.01
04/06/24 12:07,23.93,79,17,0.84
04/06/24 12:08,29.11,92,20,1.03
04/06/24 12:09,29.9,50,12,0.59
04/06/24 12:10,27.51,87,19,0.75
04/06/24 12:11,25.8,96,1,1.8
04/06/24 12:12,23.02,70,15,0.72
04/06/24 12:13,28.72,85,11,0.95
04/06/24 12:14,27.19,76,19,0.84
04/06/24 12:15,22.55,43,16,0.44
04/06/24 12:16,18.76,54,20,0.46
04/06/24 12:17,21.96,18,15,0.18
04/06/24 12:18,24.69,91,10,0.97
04/06/24 12:19,20.46,94,0,1.8
04/06/24 12:20,17.77,12,14,0.1
04/06/24 12:21,21.79,54,13,0.52
04/06/24 12:22,20.12,25,12,0.29
04/06/24 12:23,29.24,8,17,0.07
04/06/24 12:24,20.57,41,20,0.41
04/06/24 12:25,19.89,45,10,0.51
04/06/24 12:26,22.81,92,20,0.99
04/06/24 12:27,28.82,60,11,0.5
04/06/24 12:28,28.81,37,13,0.44
04/06/24 12:29,19.88,15,18,0.15
04/06/24 12:30,20.85,59,11,0.51
04/06/24 12:31,23.4,84,14,1.0
04/06/24 12:32,20.38,36,20,0.31
04/06/24 12:33,27.08,17,12,0.15
04/06/24 12:34,16.81,17,19,0.18
04/06/24 12:35,17.66,14,18,0.14
04/06/24 12:36,28.48,36,14,0.39
04/06/24 12:37,18.43,29,16,0.29
04/06/24 12:38,26.93,56,14,0.58
04/06/24 12:39,28.78,46,19,0.5
04/06/24 12:40,19.57,6,17,0.05
04/06/24 12:41,22.78,54,10,0.47
04/06/24 12:42,20.59,43,17,0.51
04/06/24 12:43,17.79,14,11,0.12
04/06/24 12:44,26.77,2,14,0.02
04/06/24 12:45,26.41,41,14,0.33
04/06/24 12:46,18.74,54,14,0.44
04/06/24 12:47,22.4,15,15,0.12
04/06/24 12:48,19.85,9,16,0.08
04/06/24 12:49,20.55,70,16,0.74
04/06/24 12:50,29.04,85,2,1.42
04/06/24 12:51,18.61,27,13,0.28
04/06/24 12:52,19.27,93,19,1.08
04/06/24 12:53,26.13,88,16,0.72
04/06/24 12:54,28.09,3,12,0.03
04/06/24 12:55,21.51,23,12,0.21
04/06/24 12:56,17.68,80,15,0.88
04/06/24 12:57,21.31,4,12,0.03
04/06/24 12:58,17.74,4,20,0.04
04/06/24 12:59,18.28,67,19,0.66
04/06/24 13:00,21.22,57,12,0.64
04/06/24 13:01,17.25,52,19,0.49
04/06/24 13:02,18.18,58,10,0.58
04/06/24 13:03,19.57,35,14,0.3
04/06/24 13:04,22.22,54,20,0.59
04/06/24 13:05,26.64,97,12,1.08
04/06/24 13:06,29.38,19,20,0.23
04/06/24 13:07,18.7,39,12,0.32
04/06/24 13:08,19.39,21,12,0.18
04/06/24 13:09,18.34,44,18,0.51
04/06/24 13:10,28.21,80,0,1.26
04/06/24 13:11,18.6,16,12,0.14
04/06/24 13:12,22.31,46,11,0.44
04/06/24 13:13,29.36,5,10,0.04
04/06/24 13:14,25.13,73,19,0.67
04/06/24 13:15,20.3,4,18,0.03
04/06/24 13:16,19.28,40,12,0.36
04/06/24 13:17,24.09,0,18,0.0
04/06/24 13:18,24.65,44,12,0.51
04/06/24 13:19,20.08,84,4,1.35
04/06/24 13:20,18.48,40,11,0.45
04/06/24 13:21,28.82,41,17,0.4
04/06/24 13:22,25.17,81,15,0.8
04/06/24 13:23,17.76,34,10,0.29
04/06/24 13:24,18.65,92,13,0.78
04/06/24 13:25,19.27,30,19,0.3
04/06/24 13:26,23.51,21,18,0.23
04/06/24 13:27,15.38,22,16,0.19
04/06/24 13:28,28.52,31,16,0.27
04/06/24 13:29,24.95,81,15,0.82
04/06/24 13:30,21.5,79,17,0.68
04/06/24 13:31,18.8,72,19,0.72
04/06/24 13:32,26.04,85,3,1.45
04/06/24 13:33,29.14,37,18,0.37
04/06/24 13:34,27.44,82,15,0.7
04/06/24 13:35,27.17,88,11,0.86
04/06/24 13:36,26.2,36,20,0.43
04/06/24 13:37,25.76,59,20,0.62
04/06/24 13:38,25.0,0,18,0.0
04/06/24 13:39,26.23,53,17,0.5
04/06/24 13:40,18.94,70,13,0.75
04/06/24 13:41,17.39,14,18,0.16
04/06/24 13:42,26.82,3,20,0.03
04/06/24 13:43,17.93,42,13,0.34
04/06/24 13:44,20.11,51,12,0.55
04/06/24 13:45,22.06,75,12,0.82
04/06/24 13:46,15.92,12,11,0.14
04/06/24 13:47,25.96,97,20,1.02
04/06/24 13:48,28.69,84,19,1.01
04/06/24 13:49,26.87,31,20,0.36
04/06/24 13:50,29.1,73,20,0.67
04/06/24 13:51,24.98,92,10,0.82
04/06/24 13:52,27.97,9,14,0.08
04/06/24 13:53,26.4,34,12,0.29
04/06/24 13:54,16.16,21,11,0.18
04/06/24 13:55,20.49,72,19,0.79
04/06/24 13:56,15.41,16,11,0.17
04/06/24 13:57,19.4,50,12,0.52
04/06/24 13:58,20.69,69,15,0.59
04/06/24 13:59,27.23,57,20,0.52
04/06/24 14:00,17.54,28,19,0.3
04/06/24 14:01,24.98,61,10,0.62
04/06/24 14:02,20.44,47,11,0.46
04/06/24 14:03,28.42,8,11,0.07
04/06/24 14:04,23.89,54,17,0.56
04/06/24 14:05,18.91,69,17,0.66
04/06/24 14:06,22.95,55,14,0.58
04/06/24 14:07,26.14,22,15,0.2
04/06/24 14:08,17.02,87,15,0.7
04/06/24 14:09,16.46,4,17,0.04
04/06/24 14:10,18.85,71,17,0.64
04/06/24 14:11,27.07,5,18,0.05
04/06/24 14:12,25.77,86,13,0.73
04/06/24 14:13,15.33,83,19,0.91
04/06/24 14:14,15.64,85,12,0.88
04/06/24 14:15,21.06,89,11,0.79
04/06/24 14:16,26.08,85,10,0.98
04/06/24 14:17,29.92,55,13,0.45
04/06/24 14:18,29.05,89,12,0.72
04/06/24 14:19,19.45,34,13,0.31
04/06/24 14:20,20.5,86,16,1.01
04/06/24 14:21,26.26,44,18,0.36
04/06/24 14:22,29.92,7,20,0.06
04/06/24 14:23,24.44,94,1,1.68
04/06/24 14:24,19.14,59,10,0.57
04/06/24 14:25,23.83,28,18,0.33
04/06/24 14:26,22.16,28,17,0.25
04/06/24 14:27,19.59,82,0,1.41
04/06/24 14:28,15.58,23,15,0.24
04/06/24 14:29,28.75,41,11,0.44
04/06/24 14:30,25.6,39,12,0.46
04/06/24 14:31,26.51,65,10,0.7
04/06/24 14:32,15.5,60,17,0.52
04/06/24 14:33,17.77,14,12,0.14
04/06/24 14:34,29.14,100,14,0.97
04/06/24 14:35,29.4,76,20,0.89
04/06/24 14:36,28.84,46,20,0.5
04/06/24 14:37,27.75,62,14,0.6
04/06/24 14:38,27.79,96,3,1.6
04/06/24 14:39,26.87,91,17,0.74
04/06/24 14:40,15.69,71,12,0.59
04/06/24 14:41,20.64,83,16,0.74
04/06/24 14:42,17.12,82,1,1.35
04/06/24 14:43,16.59,87,19,0.87
04/06/24 14:44,15.29,33,11,0.28
04/06/24 14:45,17.96,74,10,0.67
04/06/24 14:46,24.41,77,15,0.87
04/06/24 14:47,16.67,98,1,1.65
04/06/24 14:48,17.12,48,17,0.46
04/06/24 14:49,17.83,35,15,0.33
04/06/24 14:50,19.7,73,11,0.64
04/06/24 14:51,20.49,6,20,0.06
04/06/24 14:52,29.07,23,11,0.19
04/06/24 14:53,15.44,60,18,0.54
04/06/24 14:54,25.26,73,17,0.62
04/06/24 14:55,25.02,80,18,0.76
04/06/24 14:56,22.71,27,10,0.27
04/06/24 14:57,17.08,16,10,0.19
04/06/24 14:58,26.57,85,20,0.81
04/06/24 14:59,18.75,51,12,0.59
04/06/24 15:00,17.47,73,15,0.83
04/06/24 15:01,28.59,37,19,0.38
04/06/24 15:02,18.27,54,16,0.47
04/06/24 15:03,29.09,88,17,1.03
04/06/24 15:04,18.4,54,18,0.48
04/06/24 15:05,21.63,94,1,1.6
04/06/24 15:06,23.3,67,19,0.71
04/06/24 15:07,24.57,19,12,0.17
04/06/24 15:08,18.39,75,12,0.73
04/06/24 15:09,24.02,18,15,0.18
04/06/24 15:10,28.19,28,16,0.3
04/06/24 15:11,17.28,34,11,0.28
04/06/24 15:12,23.67,75,12,0.78
04/06/24 15:13,18.23,66,14,0.63
04/06/24 15:14,20.04,19,12,0.16
04/06/24 15:15,22.31,17,10,0.15
04/06/24 15:16,17.19,87,12,0.99
04/06/24 15:17,27.8,42,17,0.41
04/06/24 15:18,18.67,49,12,0.57
04/06/24 15:19,27.37,89,19,0.79
04/06/24 15:20,25.0,42,19,0.39
04/06/24 15:21,20.62,43,16,0.42
04/06/24 15:22,17.75,6,15,0.05
04/06/24 15:23,15.82,86,16,0.92
04/06/24 15:24,20.06,78,18,0.76
04/06/24 15:25,21.9,46,14,0.5
04/06/24 15:26,17.09,20,19,0.19
04/06/24 15:27,19.1,42,15,0.5
04/06/24 15:28,18.2,8,15,0.08
04/06/24 15:29,26.66,25,18,0.26
04/06/24 15:30,22.83,83,5,1.32
04/06/24 15:31,24.47,32,18,0.28
04/06/24 15:32,27.32,52,12,0.51
04/06/24 15:33,17.58,26,16,0.29
04/06/24 15:34,18.81,46,18,0.45
04/06/24 15:35,29.14,65,13,0.56
04/06/24 15:36,27.98,27,12,0.28
04/06/24 15:37,26.06,8,19,0.08
04/06/24 15:38,18.93,4,14,0.05
04/06/24 15:39,24.58,12,18,0.13
04/06/24 15:40,26.43,98,12,0.81
04/06/24 15:41,27.63,77,12,0.82
04/06/24 15:42,18.31,9,19,0.09
04/06/24 15:43,22.96,93,18,0.98
04/06/24 15:44,15.48,40,10,0.41
04/06/24 15:45,26.18,98,1,1.85
04/06/24 15:46,23.92,95,1,1.8
04/06/24 15:47,15.32,51,15,0.51
04/06/24 15:48,27.09,22,11,0.19
04/06/24 15:49,24.33,31,10,0.32
04/06/24 15:50,24.84,8,11,0.09
04/06/24 15:51,25.14,96,15,1.06
04/06/24 15:52,28.65,67,20,0.74
04/06/24 15:53,15.48,29,14,0.35
04/06/24 15:54,27.74,25,20,0.3
04/06/24 15:55,17.1,43,14,0.38
04/06/24 15:56,27.25,100,2,1.55
04/06/24 15:57,27.93,62,11,0.61
04/06/24 15:58,27.16,10,14,0.11
04/06/24 15:59,18.4,52,11,0.55
04/06/24 16:00,22.74,57,11,0.58
04/06/24 16:01,24.44,92,12,1.07
04/06/24 16:02,25.54,74,11,0.69
04/06/24 16:03,29.12,91,11,0.95
04/06/24 16:04,21.86,92,1,1.66
04/06/24 16:05,24.36,23,11,0.21
04/06/24 16:06,16.59,89,19,0.98
04/06/24 16:07,29.81,21,14,0.17
04/06/24 16:08,25.68,76,11,0.82
04/06/24 16:09,27.25,99,2,1.77
04/06/24 16:10,29.54,38,19,0.32
04/06/24 16:11,18.03,69,11,0.74
04/06/24 16:12,23.17,0,19,0.0
04/06/24 16:13,25.65,25,12,0.27
04/06/24 16:14,24.93,86,5,1.38
04/06/24 16:15,17.15,78,13,0.83
04/06/24 16:16,27.81,96,20,0.82
04/06/24 16:17,25.88,18,17,0.2
04/06/24 16:18,16.63,32,12,0.36
04/06/24 16:19,20.26,8,16,0.07
04/06/24 16:20,29.4,95,15,0.89
04/06/24 16:21,23.37,100,18,1.08
04/06/24 16:22,19.88,86,2,1.29
04/06/24 16:23,20.04,93,17,1.02
04/06/24 16:24,24.28,4,17,0.04
04/06/24 16:25,20.05,61,15,0.58
04/06/24 16:26,15.85,85,20,0.74
04/06/24 16:27,25.97,24,10,0.27
04/06/24 16:28,24.41,100,5,1.76
04/06/24 16:29,29.03,38,18,0.31
04/06/24 16:30,24.97,88,18,0.71
04/06/24 16:31,27.42,13,11,0.14
04/06/24 16:32,29.36,95,12,1.1
04/06/24 16:33,20.18,19,19,0.16
04/06/24 16:34,27.64,64,17,0.63
04/06/24 16:35,19.99,47,18,0.53
04/06/24 16:36,28.48,76,13,0.61
04/06/24 16:37,20.37,2,15,0.02
04/06/24 16:38,20.7,96,0,1.73
04/06/24 16:39,29.56,74,15,0.8
04/06/24 16:40,15.77,1,14,0.01
04/06/24 16:41,16.92,2,17,0.02
04/06/24 16:42,21.15,91,20,1.03
04/06/24 16:43,23.49,80,5,1.27
04/06/24 16:44,29.67,35,10,0.35
04/06/24 16:45,24.67,20,12,0.24
04/06/24 16:46,27.01,77,18,0.69
04/06/24 16:47,15.77,90,2,1.42
04/06/24 16:48,19.85,33,18,0.35
04/06/24 16:49,23.33,68,15,0.69
04/06/24 16:50,28.51,40,17,0.41
04/06/24 16:51,23.5,52,13,0.47
04/06/24 16:52,17.68,75,13,0.71
04/06/24 16:53,19.33,17,14,0.2
04/06/24 16:54,28.19,19,17,0.17
04/06/24 16:55,22.61,75,14,0.87
04/06/24 16:56,29.21,90,2,1.68
04/06/24 16:57,19.63,24,16,0.21
04/06/24 16:58,15.34,80,3,1.51
04/06/24 16:59,28.06,89,20,1.0
04/06/24 17:00,19.69,37,4,0.33
04/06/24 17:01,27.86,43,16,0.47
04/06/24 17:02,22.14,61,16,0.53
04/06/24 17:03,21.91,34,18,0.36
04/06/24 17:04,16.21,64,17,0.69
04/06/24 17:05,17.86,66,17,0.71
04/06/24 17:06,24.29,64,15,0.53
04/06/24 17:07,16.83,34,1,0.33
04/06/24 17:08,20.79,85,13,1.02
04/06/24 17:09,28.26,2,6,0.02
04/06/24 17:10,20.19,26,4,0.28
04/06/24 17:11,23.82,95,13,0.8
04/06/24 17:12,22.17,13,15,0.14
04/06/24 17:13,28.78,24,5,0.29
04/06/24 17:14,22.67,84,10,0.76
04/06/24 17:15,21.0,80,2,1.46
04/06/24 17:16,23.83,98,5,1.07
04/06/24 17:17,20.28,95,15,1.09
04/06/24 17:18,19.84,77,4,0.88
04/06/24 17:19,25.22,95,2,0.79
04/06/24 17:20,28.25,93,19,1.05
04/06/24 17:21,23.37,16,7,0.13
04/06/24 17:22,22.02,21,18,0.18
04/06/24 17:23,29.47,18,16,0.2
04/06/24 17:24,29.67,79,20,0.89
04/06/24 17:25,17.05,76,19,0.61
04/06/24 17:26,25.32,46,13,0.43
04/06/24 17:27,29.86,98,2,1.82
04/06/24 17:28,28.27,10,19,0.11
04/06/24 17:29,15.23,94,5,1.59
04/06/24 17:30,21.06,42,0,0.45
04/06/24 17:31,26.29,26,3,0.25
04/06/24 17:32,28.05,45,9,0.45
04/06/24 17:33,15.68,97,11,1.15
04/06/24 17:34,18.27,2,8,0.02
04/06/24 17:35,19.37,48,13,0.5
04/06/24 17:36,24.03,11,19,0.09
04/06/24 17:37,23.25,98,4,1.59
04/06/24 17:38,21.61,87,1,1.45
04/06/24 17:39,27.53,80,3,0.82
04/06/24 17:40,27.2,91,14,1.03
04/06/24 17:41,28.69,63,7,0.73
04/06/24 17:42,18.57,77,18,0.7
04/06/24 17:43,24.47,51,19,0.48
04/06/24 17:44,15.34,52,19,0.59
04/06/24 17:45,20.59,85,17,0.7
04/06/24 17:46,29.44,75,10,0.71
04/06/24 17:47,23.37,38,6,0.45
04/06/24 17:48,24.18,58,0,0.68
04/06/24 17:49,19.95,83,2,0.83
04/06/24 17:50,15.19,69,12,0.68
04/06/24 17:51,23.05,82,16,0.88
04/06/24 17:52,25.02,90,14,0.92
04/06/24 17:53,23.8,62,3,0.6
04/06/24 17:54,18.29,97,12,0.78
04/06/24 17:55,26.48,98,0,1.77
04/06/24 17:56,27.78,31,15,0.28
04/06/24 17:57,16.66,76,20,0.68
04/06/24 17:58,25.69,17,6,0.17
04/06/24 17:59,24.08,46,18,0.52
04/06/24 18:00,18.59,50,11,0.4
04/06/24 18:01,20.54,95,2,1.59
04/06/24 18:02,23.48,64,7,0.75
04/06/24 18:03,19.45,36,9,0.38
04/06/24 18:04,21.85,85,1,1.6
04/06/24 18:05,22.64,38,3,0.39
04/06/24 18:06,20.51,13,10,0.13
04/06/24 18:07,25.92,3,7,0.03
04/06/24 18:08,26.45,89,3,1.38
04/06/24 18:09,28.81,59,11,0.56
04/06/24 18:10,17.83,92,0,1.69
04/06/24 18:11,25.44,84,2,1.57
04/06/24 18:12,18.26,97,0,1.79
04/06/24 18:13,22.22,10,14,0.09
04/06/24 18:14,28.81,9,9,0.1
04/06/24 18:15,16.49,51,16,0.45
04/06/24 18:16,22.45,98,0,1.15
04/06/24 18:17,25.91,58,9,0.53
04/06/24 18:18,20.17,71,0,0.72
04/06/24 18:19,26.73,86,9,0.89
04/06/24 18:20,18.73,62,10,0.59
04/06/24 18:21,29.16,12,4,0.11
04/06/24 18:22,28.26,59,6,0.61
04/06/24 18:23,18.58,99,5,0.98
04/06/24 18:24,27.04,93,8,1.0
04/06/24 18:25,16.27,87,5,1.63
04/06/24 18:26,29.88,86,4,1.02
04/06/24 18:27,28.92,35,9,0.36
04/06/24 18:28,15.81,18,15,0.21
04/06/24 18:29,18.65,42,17,0.39
04/06/24 18:30,23.0,26,15,0.28
04/06/24 18:31,26.57,24,4,0.26
04/06/24 18:32,26.23,94,2,1.41
04/06/24 18:33,27.49,98,19,0.92
04/06/24 18:34,26.06,8,20,0.07
04/06/24 18:35,21.81,89,5,1.4
04/06/24 18:36,16.04,51,12,0.57
04/06/24 18:37,19.11,95,1,1.55
04/06/24 18:38,25.92,85,17,0.85
04/06/24 18:39,28.3,79,10,0.79
04/06/24 18:40,21.11,66,2,0.77
04/06/24 18:41,28.08,48,1,0.55
04/06/24 18:42,26.57,52,20,0.55
04/06/24 18:43,18.86,95,8,1.01
04/06/24 18:44,16.62,83,2,0.88
04/06/24 18:45,24.09,31,20,0.34
04/06/24 18:46,18.78,46,10,0.48
04/06/24 18:47,16.28,93,15,0.87
04/06/24 18:48,28.92,40,9,0.46
04/06/24 18:49,25.03,68,20,0.8
04/06/24 18:50,25.42,79,9,0.84
04/06/24 18:51,20.81,54,5,0.44
04/06/24 18:52,22.42,74,18,0.88
04/06/24 18:53,20.16,90,19,1.02
04/06/24 18:54,21.11,51,8,0.46
04/06/24 18:55,21.79,21,19,0.24
04/06/24 18:56,16.35,81,3,1.41
04/06/24 18:57,27.57,56,1,0.51
04/06/24 18:58,27.13,19,10,0.16
04/06/24 18:59,27.12,65,18,0.68
04/06/24 19:00,17.11,89,10,0.91
04/06/24 19:01,24.78,76,1,0.68
04/06/24 19:02,18.39,14,17,0.14
04/06/24 19:03,21.55,30,2,0.25
04/06/24 19:04,22.89,26,0,0.31
04/06/24 19:05,22.1,77,4,0.69
04/06/24 19:06,20.18,94,6,0.87
04/06/24 19:07,25.83,78,17,0.88
04/06/24 19:08,26.37,15,15,0.17
04/06/24 19:09,24.88,18,18,0.17
04/06/24 19:10,24.49,9,19,0.11
04/06/24 19:11,20.58,35,1,0.35
04/06/24 19:12,27.91,40,2,0.33
04/06/24 19:13,18.74,40,1,0.4
04/06/24 19:14,17.23,95,4,1.45
04/06/24 19:15,15.57,85,2,1.64
04/06/24 19:16,23.97,24,6,0.21
04/06/24 19:17,20.56,44,19,0.52
04/06/24 19:18,17.96,98,18,0.82
04/06/24 19:19,17.32,66,14,0.55
04/06/24 19:20,27.28,35,11,0.38
04/06/24 19:21,20.43,53,14,0.58
04/06/24 19:22,18.91,24,2,0.27
04/06/24 19:23,17.96,58,7,0.66
04/06/24 19:24,22.02,44,15,0.49
04/06/24 19:25,22.62,49,3,0.57
04/06/24 19:26,24.06,22,13,0.26
04/06/24 19:27,28.72,13,10,0.14
04/06/24 19:28,17.41,53,2,0.52
04/06/24 19:29,18.3,27,12,0.24
04/06/24 19:30,28.18,80,4,1.41
04/06/24 19:31,26.02,66,2,0.65
04/06/24 19:32,15.41,28,13,0.25
04/06/24 19:33,27.95,93,14,0.86
04/06/24 19:34,18.84,7,8,0.08
04/06/24 19:35,15.97,26,11,0.27
04/06/24 19:36,21.13,41,13,0.42
04/06/24 19:37,19.16,34,4,0.31
04/06/24 19:38,24.14,36,2,0.41
04/06/24 19:39,19.2,90,4,1.67
04/06/24 19:40,16.34,90,2,1.6
04/06/24 19:41,20.44,25,10,0.3
04/06/24 19:42,21.52,1,10,0.01
04/06/24 19:43,29.15,52,20,0.55
04/06/24 19:44,21.98,78,19,0.81
04/06/24 19:45,15.28,32,14,0.38
04/06/24 19:46,22.13,46,0,0.43
04/06/24 19:47,15.18,55,15,0.46
04/06/24 19:48,15.51,23,11,0.2
04/06/24 19:49,20.92,53,0,0.57
04/06/24 19:50,19.56,91,19,0.87
04/06/24 19:51,25.27,76,5,0.78
04/06/24 19:52,23.06,57,0,0.46
04/06/24 19:53,25.93,44,5,0.45
04/06/24 19:54,15.75,90,2,1.38
04/06/24 19:55,25.99,92,1,1.04
04/06/24 19:56,19.68,19,11,0.17
04/06/24 19:57,19.53,16,14,0.16
04/06/24 19:58,29.58,77,10,0.82
04/06/24 19:59,29.26,59,18,0.55
04/06/24 20:00,20.76,78,17,0.77
04/06/24 20:01,23.3,77,6,0.92
04/06/24 20:02,26.05,69,18,0.75
04/06/24 20:03,21.98,84,0,0.94
04/06/24 20:04,25.45,39,4,0.31
04/06/24 20:05,16.54,83,17,0.96
04/06/24 20:06,16.76,84,11,0.76
04/06/24 20:07,24.62,0,18,0.0
04/06/24 20:08,29.63,58,13,0.57
04/06/24 20:09,18.83,53,11,0.47
04/06/24 20:10,16.07,48,14,0.56
04/06/24 20:11,23.69,94,2,0.9
04/06/24 20:12,18.66,75,7,0.72
04/06/24 20:13,16.14,50,0,0.55
04/06/24 20:14,15.47,35,15,0.3
04/06/24 20:15,29.73,46,3,0.4
04/06/24 20:16,24.7,31,0,0.26
04/06/24 20:17,23.08,98,16,0.98
04/06/24 20:18,19.89,63,17,0.51
04/06/24 20:19,26.93,95,12,1.05
04/06/24 20:20,25.26,23,2,0.25
04/06/24 20:21,19.15,23,5,0.23
04/06/24 20:22,21.17,19,18,0.17
04/06/24 20:23,29.81,60,3,0.49
04/06/24 20:24,20.56,44,13,0.42
04/06/24 20:25,20.11,29,13,0.25
04/06/24 20:26,18.2,47,10,0.51
04/06/24 20:27,16.98,25,5,0.22
04/06/24 20:28,25.7,81,3,0.91
04/06/24 20:29,29.43,41,17,0.4
04/06/24 20:30,15.1,0,14,0.0
04/06/24 20:31,25.62,32,19,0.28
04/06/24 20:32,25.44,47,12,0.52
04/06/24 20:33,26.69,95,9,0.93
04/06/24 20:34,24.75,21,20,0.17
04/06/24 20:35,15.87,91,11,0.86
04/06/24 20:36,16.46,41,4,0.34
04/06/24 20:37,17.88,17,16,0.15
04/06/24 20:38,26.67,93,3,1.58
04/06/24 20:39,16.45,8,16,0.08
04/06/24 20:40,18.83,86,12,0.71
04/06/24 20:41,22.09,35,13,0.31
04/06/24 20:42,17.28,11,12,0.12
04/06/24 20:43,20.11,52,7,0.43
04/06/24 20:44,21.34,61,9,0.67
04/06/24 20:45,28.06,24,11,0.28
04/06/24 20:46,19.58,31,13,0.36
04/06/24 20:47,27.79,28,13,0.27
04/06/24 20:48,22.08,58,15,0.51
04/06/24 20:49,19.75,5,1,0.05
04/06/24 20:50,23.39,100,15,0.96
04/06/24 20:51,20.14,64,16,0.64
04/06/24 20:52,27.01,81,11,0.84
04/06/24 20:53,23.23,99,12,0.8
04/06/24 20:54,26.42,56,2,0.63
04/06/24 20:55,29.73,73,18,0.84
04/06/24 20:56,20.87,23,18,0.25
04/06/24 20:57,23.8,83,3,1.42
04/06/24 20:58,23.94,69,2,0.7
04/06/24 20:59,17.33,83,2,1.25
04/06/24 21:00,21.71,4,19,0.05
04/06/24 21:01,17.69,84,17,0.76
04/06/24 21:02,16.91,2,20,0.02
04/06/24 21:03,24.95,88,1,1.4
04/06/24 21:04,29.17,56,15,0.56
04/06/24 21:05,19.14,17,9,0.19
